Sample.me,ImmGen.Nomenclature,Cell.Family,Organ,Sorting.Markers,Organism.Treatment,Lab,Note,Cell.Treatment,Genetic.Variation,sample_id,Well,Owner,Batch_Number,Total_read_pairs,Uniquely_mapped_pairs,Uniquely_mapped_pct,Num_genes_over_ten,Num_genes_over_zero,TIN_mean,TIN_median,TIN_stdev,Reason
MF.AMLPSd3.BAL#2,MF.11c+SigF+.LPS.d3.BAL#2,Macrophage,Lung,"F4/80+	 CD11c+	 Siglec F+",IN. 2ug LPS 3 days,Jakubzick,none,none,none,000008530769_H01,H01,Sophie Gibbings,Batch29,1770798,719330,40.62,3980,,17.88845364,11.64457295,18.10365015,Total read pairs (<2million)
MF.AMLPSd6.BAL#1,MF.11c+SigF+.LPS.d6.BAL#1,Macrophage,Lung,"F4/80+	 CD11c+	 Siglec F+",IN. 2ug LPS 6 days,Jakubzick,none,none,none,000008530769_A02,A02,Sophie Gibbings,Batch29,17573986,10681039,60.78,11229,18301,64.09114873,68.66181035,18.81548995,
MF.AMLPSd6.BAL#2,MF.11c+SigF+.LPS.d6.BAL#2,Macrophage,Lung,"F4/80+	 CD11c+	 Siglec F+",IN. 2ug LPS 6 days,Jakubzick,none,none,none,000008530769_B02,B02,Sophie Gibbings,Batch29,13839472,8863135,64.04,10963,18932,61.10089817,65.28515431,19.1452835,
MF.CD206+MHCII-LPSd3.Lu#1,MF.64+6C-206+II-.LPS.d3.Lu#1,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII-",IN. 2ug LPS 3 days,Jakubzick,none,none,none,000008530769_A04,A04,Sophie Gibbings,Batch29,11348607,7491157,66.01,11293,20250,57.37437295,60.66062544,19.26663714,
MF.CD206+MHCII-LPSd3.Lu#2,MF.64+6C-206+II-.LPS.d3.Lu#2,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII-",IN. 2ug LPS 3 days,Jakubzick,none,none,none,000008530769_B04,B04,Sophie Gibbings,Batch29,10450575,6849983,65.55,11140,21354,55.50993169,58.38885543,19.6308634,
MF.CD206+MHCII-LPSd6.Lu#1,MF.64+6C-206+II-.LPS.d6.Lu#1,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII-",IN. 2ug LPS 6 days,Jakubzick,none,none,none,000008530769_C04,C04,Sophie Gibbings,Batch29,14380153,9633625,66.99,12122,23366,60.97842664,64.7936533,18.0178816,
MF.CD206+MHCII-LPSd6.Lu#2,MF.64+6C-206+II-.LPS.d6.Lu#2,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII-",IN. 2ug LPS 6 days,Jakubzick,none,none,none,000008530769_D04,D04,Sophie Gibbings,Batch29,7749225,4819154,62.19,10612,22429,51.56433515,53.54489643,19.40537236,
MF.CD206+MHCII-.Lu#1,MF.64+6C-206+II-.Lu#1,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII-",none,Jakubzick,none,none,none,000008530769_G03,G03,Sophie Gibbings,Batch29,18028535,12025028,66.7,12581,23435,62.90802654,66.90995474,17.70784161,
MF.CD206+MHCII-.Lu#2,MF.64+6C-206+II-.Lu#2,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII-",none,Jakubzick,none,none,none,000008530769_H03,H03,Sophie Gibbings,Batch29,13445971,9091460,67.61,11936,22716,60.57835978,64.32324425,18.8705303,
MF.CD206+MHCII+LPSd3.Lu#1,MF.64+6C-206+II+.LPS.d3.Lu#1,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII+",IN. 2ug LPS 3 days,Jakubzick,none,none,none,000008530769_G04,G04,Sophie Gibbings,Batch29,5460961,3546838,64.95,9799,18505,49.04330779,50.37781529,20.15216789,
MF.CD206+MHCII+LPSd3.Lu#2,MF.64+6C-206+II+.LPS.d3.Lu#2,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII+",IN. 2ug LPS 3 days,Jakubzick,none,none,none,000008530769_H04,H04,Sophie Gibbings,Batch29,11736324,7911167,67.41,11405,20409,58.02937588,61.48880113,19.22628212,
MF.CD206+MHCII+LPSd6.Lu#1,MF.64+6C-206+II+.LPS.d6.Lu#1,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII+",IN. 2ug LPS 6 days,Jakubzick,none,none,none,000008530769_A05,A05,Sophie Gibbings,Batch29,10704656,7034156,65.71,11357,22541,57.01563926,60.18582116,19.1090243,
MF.CD206+MHCII+LPSd6.Lu#2,MF.64+6C-206+II+.LPS.d6.Lu#2,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII+",IN. 2ug LPS 6 days,Jakubzick,none,none,none,000008530769_B05,B05,Sophie Gibbings,Batch29,14931855,9771829,65.44,12671,26371,59.46617639,62.58215135,18.37405684,
MF.CD206+MHCII+.Lu#1,MF.64+6C-206+II+.Lu#1,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII+",none,Jakubzick,none,none,none,000008530769_E04,E04,Sophie Gibbings,Batch29,10431692,7125293,68.3,11322,19697,58.31460105,61.32449169,18.5832635,Single replicate
MF.CD206+MHCII+.Lu#2,MF.64+6C-206+II+.Lu#2,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206+	 MHCII+",none,Jakubzick,none,none,none,000008530769_F04,F04,Sophie Gibbings,Batch29,515783,295975,57.38,1721,,25.69743088,19.66215594,23.08140295,Total read pairs (<2million)
MF.CD206-MHCII+LPSd3.Lu#1,MF.64+6C-206-II+.LPS.d3.Lu#1,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206-	 MHCII+",IN. 2ug LPS 3 days,Jakubzick,none,none,none,000008530769_E05,E05,Sophie Gibbings,Batch29,12452813,8207673,65.91,11570,22503,58.09723308,61.52435607,19.09368348,
MF.CD206-MHCII+LPSd3.Lu#2,MF.64+6C-206-II+.LPS.d3.Lu#2,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206-	 MHCII+",IN. 2ug LPS 3 days,Jakubzick,none,none,none,000008530769_F05,F05,Sophie Gibbings,Batch29,13408364,8851458,66.01,11384,19827,58.21866911,61.89053359,19.44292867,
MF.CD206-MHCII+LPSd6.Lu#1,MF.64+6C-206-II+.LPS.d6.Lu#1,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206-	 MHCII+",IN. 2ug LPS 6 days,Jakubzick,none,none,none,000008530769_G05,G05,Sophie Gibbings,Batch29,15963185,10543739,66.05,12290,23256,61.14164651,64.76218457,18.21101857,
MF.CD206-MHCII+LPSd6.Lu#2,MF.64+6C-206-II+.LPS.d6.Lu#2,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206-	 MHCII+",IN. 2ug LPS 6 days,Jakubzick,none,none,none,000008530769_H05,H05,Sophie Gibbings,Batch29,14149242,9627713,68.04,12156,21689,61.00803246,64.85038759,18.55390332,
MF.CD206-MHCII+.Lu#1,MF.64+6C-206-II+.Lu#1,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206-	 MHCII+",none,Jakubzick,none,none,none,000008530769_C05,C05,Sophie Gibbings,Batch29,16579053,11122803,67.09,12461,21990,62.51129989,66.11287497,17.79677731,
MF.CD206-MHCII+.Lu#2,MF.64+6C-206-II+.Lu#2,Macrophage,Lung,"CD11b+	 CD64+	 Ly6C-	 CD206-	 MHCII+",none,Jakubzick,none,none,none,000008530769_D05,D05,Sophie Gibbings,Batch29,8576691,5646868,65.84,10950,19275,56.04350834,58.86597605,19.09983396,
MF.F4/80+ICAM2+.PC#1,MF.PC#17,Macrophage,Peritoneal Cavity,"F4/80+	 ICAM2+",none,Jakubzick,none,none,none,000008530769_A06,A06,Sophie Gibbings,Batch29,12787695,7974784,62.36,10916,19098,58.09505607,61.79782257,19.88865874,
MF.F4/80+ICAM2+.PC#2,MF.PC#18,Macrophage,Peritoneal Cavity,"F4/80+	 ICAM2+",none,Jakubzick,none,none,none,000008530769_B06,B06,Sophie Gibbings,Batch29,12096606,7652140,63.26,10900,18644,57.49898828,61.07303137,19.83769626,
MF.CD11b+LPSd3.BAL#1,MF.SSChi+SigF-.LPS.d3.BAL#1,Macrophage,Lung,"SSChi	 F4/80+	 CD11b+	 Siglec F-",IN. 2ug LPS 3 days,Jakubzick,none,none,none,000008530769_C02,C02,Sophie Gibbings,Batch29,14597944,9206964,63.07,10863,19121,59.18026121,62.9357191,19.56626133,
MF.CD11b+LPSd3.BAL#2,MF.SSChi+SigF-.LPS.d3.BAL#2,Macrophage,Lung,"SSChi	 F4/80+	 CD11b+	 Siglec F-",IN. 2ug LPS 3 days,Jakubzick,none,none,none,000008530769_D02,D02,Sophie Gibbings,Batch29,9306937,5767700,61.97,9849,16685,54.03460512,56.38187505,20.434866,
MF.CD11b+LPSd6.BAL#1,MF.SSChi+SigF-.LPS.d6.BAL#1,Macrophage,Lung,"SSChi	 F4/80+	 CD11b+	 Siglec F-",IN. 2ug LPS 6 days,Jakubzick,none,none,none,000008530769_E02,E02,Sophie Gibbings,Batch29,12757479,8335833,65.34,11195,19476,61.18205713,64.98824815,18.35467226,
MF.CD11b+LPSd6.BAL#2,MF.SSChi+SigF-.LPS.d6.BAL#2,Macrophage,Lung,"SSChi	 F4/80+	 CD11b+	 Siglec F-",IN. 2ug LPS 6 days,Jakubzick,none,none,none,000008530769_F02,F02,Sophie Gibbings,Batch29,13573701,8838363,65.11,11462,22458,61.23994276,65.1856237,18.48516132,
Mo.Ly6C+LPSd3.Lu#1,Mo.64+6C+II+.LPS.d3.Lu#1,Monocyte,Lung,"CD11b+	CD64+	 Ly6C+	 MHCII+",IN. 2ug LPS 3 days,Jakubzick,none,none,none,000008530769_C03,C03,Sophie Gibbings,Batch29,14572286,9540509,65.47,11281,19765,60.2853544,64.23916661,19.25295857,
Mo.Ly6C+LPSd3.Lu#2,Mo.64+6C+II+.LPS.d3.Lu#2,Monocyte,Lung,"CD11b+	CD64+	 Ly6C+	 MHCII+",IN. 2ug LPS 3 days,Jakubzick,none,none,none,000008530769_D03,D03,Sophie Gibbings,Batch29,9999481,6232171,62.32,10303,18329,56.1042867,59.61541932,20.1994355,
Mo.Ly6C+LPSd6.Lu#1,Mo.64+6C+II+.LPS.d6.Lu#1,Monocyte,Lung,"CD11b+	CD64+	 Ly6C+	 MHCII+",IN. 2ug LPS 6 days,Jakubzick,none,none,none,000008530769_E03,E03,Sophie Gibbings,Batch29,18683254,12128965,64.92,12068,20118,63.44336842,67.67344914,18.11044549,
Mo.Ly6C+LPSd6.Lu#2,Mo.64+6C+II+.LPS.d6.Lu#2,Monocyte,Lung,"CD11b+	CD64+	 Ly6C+	 MHCII+",IN. 2ug LPS 6 days,Jakubzick,none,none,none,000008530769_F03,F03,Sophie Gibbings,Batch29,15590881,10301281,66.07,12595,21285,61.95773838,65.93594459,18.04269875,
Mo.Ly6C+.Lu#4,Mo.6C+.Lu#4,Monocyte,Lung,"CD11b+	CD64+	 Ly6C+	 MHCII+",none,Jakubzick,none,none,none,000008530769_A03,A03,Sophie Gibbings,Batch29,14494695,7653507,52.8,11477,20455,58.7671582,62.32440465,19.50143292,
Mo.Ly6C+.Lu#5,Mo.6C+.Lu#5,Monocyte,Lung,"CD11b+	CD64+	 Ly6C+	 MHCII+",none,Jakubzick,none,none,none,000008530769_B03,B03,Sophie Gibbings,Batch29,15270942,9677604,63.37,12458,23651,60.83441922,64.60968283,18.69670806,
Mo.Ly6C+LPSd3.BAL#1,Mo.SSClo+6C+.LPS.d3.BAL#1,Monocyte,Lung,"SSClo	 F4/80+	 CD11b+	 Ly6C+",IN. 2ug LPS 6 days,Jakubzick,none,none,none,000008530769_G02,G02,Sophie Gibbings,Batch29,18023839,11860028,65.8,11700,20399,63.56960422,68.03240401,18.4944063,
Mo.Ly6C+LPSd3.BAL#2,Mo.SSClo+6C+.LPS.d3.BAL#2,Monocyte,Lung,"SSClo	 F4/80+	 CD11b+	 Ly6C+",IN. 2ug LPS 6 days,Jakubzick,none,none,none,000008530769_H02,H02,Sophie Gibbings,Batch29,13529084,8954232,66.19,11072,19553,61.73260247,66.26816618,19.33408969,
MF.CCR2+.Hrt#1,MF.CCR2+64+6Clo-GFP+.Ht#1,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,none,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_A01,A01,Geetika Bajpai,Batch28,10253210,5977909,58.3,10611,19700,45.89102438,44.06248774,23.01852861,TIN Median <45
MF.CCR2+.Hrt#2,MF.CCR2+64+6Clo-GFP+.Ht#2,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,none,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_B01,B01,Geetika Bajpai,Batch28,22965641,13431088,58.48,13925,25313,64.6893936,69.34289636,18.24857091,
MF.CCR2+.Hrt#3,MF.CCR2+64+6Clo-GFP+.Ht#3,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,none,Lavine,none,,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_A05,A05,Geetika Bajpai,Batch28,11493476,7567071,65.84,13046,28970,55.27042718,57.93585224,19.41290059,
MF.CCR2+.HrtinjD2#1,MF.CCR2+64+6Clo-GFP+.inj.d2.Ht#1,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,injured day2,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_A02,A02,Geetika Bajpai,Batch28,11318376,7323456,64.7,11035,18960,60.18244517,64.80950746,20.17298753,
MF.CCR2+.HrtinjD2#2,MF.CCR2+64+6Clo-GFP+.inj.d2.Ht#2,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,injured day2,Lavine,none,,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_B02,B02,Geetika Bajpai,Batch28,18393814,12552436,68.24,12553,22358,63.33159754,67.5688994,18.76671228,
MF.CCR2+.HrtinjD2#3,MF.CCR2+64+6Clo-GFP+.inj.d2.Ht#3,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,injured day2,Lavine,none,,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_C02,C02,Geetika Bajpai,Batch28,13278904,8976564,67.6,11715,21446,61.57605037,66.21399846,19.35547933,
MF.CCR2+.HrtinjD2#4,MF.CCR2+64+6Clo-GFP+.inj.d2.Ht#4,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,injured day2,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_D02,D02,Geetika Bajpai,Batch28,12265279,8289200,67.58,11540,21052,61.68979549,65.84464005,18.97849809,
MF.CCR2+.HrtinjD4#1,MF.CCR2+64+6Clo-GFP+.inj.d4.Ht#1,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,injured day4,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_G03,G03,Geetika Bajpai,Batch28,18236187,12302025,67.46,12515,26542,63.17725047,67.45019002,18.64473452,
MF.CCR2+.HrtinjD4#2,MF.CCR2+64+6Clo-GFP+.inj.d4.Ht#2,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,injured day4,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_H03,H03,Geetika Bajpai,Batch28,14272182,9540823,66.85,11408,22773,61.78915984,66.14221965,19.3316043,
MF.CCR2+.HrtinjD4#3,MF.CCR2+64+6Clo-GFP+.inj.d4.Ht#3,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,Injured day 4,Lavine,none,,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_B05,B05,Geetika Bajpai,Batch28,17206255,11635706,67.62,11649,21118,63.72304571,68.80086049,18.9989178,
MF.CCR2+.HrtinjD4#4,MF.CCR2+64+6Clo-GFP+.inj.d4.Ht#4,Macrophage,Heart,CD45+CD64+Ly6CLMHCII+GFP+,Injured day 4,Lavine,none,,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_C05,C05,Geetika Bajpai,Batch28,10886338,6851490,62.94,11943,24286,56.52486058,59.30895614,19.3813617,Replicate Analysis
MF.CCR2-Flt3+.HrtinjD2#1,MF.CCR2-Flt3+64+6Clo-GFP-tdTomato+.inj.d2.Ht#1,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato+,injured day2,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_A03,A03,Geetika Bajpai,Batch28,13474096,8814462,65.42,12916,21688,62.23463556,65.90773677,18.0102143,Contamination Analysis
MF.CCR2-Flt3+.HrtinjD2#2,MF.CCR2-Flt3+64+6Clo-GFP-tdTomato+.inj.d2.Ht#2,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato+,injured day2,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_B03,B03,Geetika Bajpai,Batch28,12711724,8404640,66.12,13179,26999,60.36550369,63.73181641,17.96469643,Contamination Analysis
MF.CCR2-Flt3-.Hrt#1,MF.CCR2-Flt3-64+6Clo-GFP-tdTomato-.Ht#1,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,none,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_C01,C01,Geetika Bajpai,Batch28,18891485,12262811,64.91,15314,29082,60.46267209,63.72340381,17.73621594,
MF.CCR2-Flt3-.Hrt#2,MF.CCR2-Flt3-64+6Clo-GFP-tdTomato-.Ht#2,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,none,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_D01,D01,Geetika Bajpai,Batch28,12771710,8266828,64.73,13249,25800,58.60271887,61.69122697,18.80985397,
MF.CCR2-Flt3-.Hrt#3,MF.CCR2-Flt3-64+6Clo-GFP-tdTomato-.Ht#3,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,none,Lavine,none,,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_E04,E04,Geetika Bajpai,Batch28,11901710,7830008,65.79,12634,22192,59.16252712,62.88571733,18.8371905,
MF.CCR2-Flt3-.Hrt#4,MF.CCR2-Flt3-64+6Clo-GFP-tdTomato-.Ht#4,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,none,Lavine,none,,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_F04,F04,Geetika Bajpai,Batch28,12699750,8657025,68.17,12771,21392,61.61782031,65.46483638,18.03817969,
MF.CCR2-Flt3-.HrtinjD2#1,MF.CCR2-Flt3-64+6Clo-GFP-tdTomato-.inj.d2.Ht#1,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,injured day2,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_E02,E02,Geetika Bajpai,Batch28,16996070,11658169,68.59,13799,22378,64.61098266,68.81575184,17.37516001,
MF.CCR2-Flt3-.HrtinjD2#2,MF.CCR2-Flt3-64+6Clo-GFP-tdTomato-.inj.d2.Ht#2,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,injured day2,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_F02,F02,Geetika Bajpai,Batch28,18384391,12788837,69.56,13616,21548,66.78439862,71.18430023,17.27854649,
MF.CCR2-Flt3-.HrtinjD2#3,MF.CCR2-Flt3-64+6Clo-GFP-tdTomato-.inj.d2.Ht#3,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,injured day 2,Lavine,none,,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_G02,G02,Geetika Bajpai,Batch28,19049784,12975543,68.11,13874,23630,65.96921816,70.22782679,17.20760922,
MF.CCR2-Flt3-.HrtinjD2#4,MF.CCR2-Flt3-64+6Clo-GFP-tdTomato-.inj.d2.Ht#4,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato-,injured day 2,Lavine,none,,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_H02,H02,Geetika Bajpai,Batch28,16943229,11447893,67.57,13361,22007,65.06990287,69.22700598,17.45547649,
MF.CCR2-Flt3+.Hrt#1,MF.CCR2-Flt3-64+6Clo-GFP-tdTomato+.Ht#1,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato+,none,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_E01,E01,Geetika Bajpai,Batch28,19020540,12638192,66.44,14615,25864,62.62870582,66.3297043,17.27868722,
MF.CCR2-Flt3+.Hrt#2,MF.CCR2-Flt3-64+6Clo-GFP-tdTomato+.Ht#2,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato+,none,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_F01,F01,Geetika Bajpai,Batch28,20069002,13219365,65.87,14916,28326,61.89181106,65.58665103,17.52659968,
MF.PC#1,MF.PC#07,Macrophage,Peritoneal Cavity,F4/80+ ICAM2+,none,Lavine,none,none,none,000008530569_C04,C04,Geetika Bajpai,Batch28,13489190,9191792,68.14,11645,18866,64.84125982,69.72636763,18.28054269,
MF.PC#2,MF.PC#08,Macrophage,Peritoneal Cavity,F4/80+ ICAM2+,none,Lavine,none,none,none,000008530569_D04,D04,Geetika Bajpai,Batch28,5949019,4003582,67.3,10189,16088,57.44255159,60.76056254,20.11256251,
MF.PC#3,MF.PC#19,Macrophage,Peritoneal,F4/80+ICAM2+,none,Lavine,none,none,none,000008530569_G04,G04,Geetika Bajpai,Batch28,2121821,1395292,65.76,8216,13711,44.55426612,45.01159141,21.29042039,
MF.PC#4,MF.PC#20,Macrophage,Peritoneal,F4/80+ICAM2+,none,Lavine,none,none,none,000008530569_H04,H04,Geetika Bajpai,Batch28,13288109,9158372,68.92,11665,18409,63.53494465,68.09640069,18.9623435,
Mo.Ly6CH.Hrt#1,Mo.64+6Chi-GFP+.Ht#1,Monocyte,Heart,CD45+CD64+Ly6CHGFP+,none,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_G01,G01,Geetika Bajpai,Batch28,21374757,13987521,65.44,12490,24876,62.23828569,66.54537614,18.84921215,Single replicate
Mo.Ly6CH.Hrt#2,Mo.64+6Chi-GFP+.Ht#2,Monocyte,Heart,CD45+CD64+Ly6CHGFP+,none,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_H01,H01,Geetika Bajpai,Batch28,1969308,616682,31.31,3295,,14.30237796,9.057239653,16.14543275,Total read pairs (<2million)
Mo.Ly6CH.HrtinjD2#1,Mo.64+6Chi-GFP+.inj.d2.Ht#1,Monocyte,Heart,CD45+CD64+Ly6CHGFP+,injured day2,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_C03,C03,Geetika Bajpai,Batch28,14087487,9632359,68.38,11388,19724,61.42424877,66.05123165,19.6257074,
Mo.Ly6CH.HrtinjD2#2,Mo.64+6Chi-GFP+.inj.d2.Ht#2,Monocyte,Heart,CD45+CD64+Ly6CHGFP+,injured day2,Lavine,none,,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_D03,D03,Geetika Bajpai,Batch28,6893327,4505838,65.37,9755,20659,52.94824532,56.02707627,21.18380035,
Mo.Ly6CH.HrtinjD2#3,Mo.64+6Chi-GFP+.inj.d2.Ht#3,Monocyte,Heart,CD45+CD64+Ly6CHGFP+,injured day 2,Lavine,none,,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_E03,E03,Geetika Bajpai,Batch28,14468389,9507125,65.71,11318,20735,58.04141489,62.05947416,19.89180883,
Mo.Ly6CH.HrtinjD2#4,Mo.64+6Chi-GFP+.inj.d2.Ht#4,Monocyte,Heart,CD45+CD64+Ly6CHGFP+,injured day2,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_F03,F03,Geetika Bajpai,Batch28,14218445,9321528,65.56,11161,18781,61.21683827,65.49811055,19.62379423,
Mo.Ly6CH.HrtinjD4#1,Mo.64+6Chi-GFP+.inj.d4.Ht#1,Monocyte,Heart,CD45+CD64+Ly6CHGFP+,injured day4,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_A04,A04,Geetika Bajpai,Batch28,9903884,6705556,67.71,10144,17214,57.70530083,62.11422807,21.14364652,
Mo.Ly6CH.HrtinjD4#2,Mo.64+6Chi-GFP+.inj.d4.Ht#2,Monocyte,Heart,CD45+CD64+Ly6CHGFP+,injured day4,Lavine,none,none,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_B04,B04,Geetika Bajpai,Batch28,17217292,11638601,67.6,11568,21117,62.44092377,67.17033668,19.81433595,
Mo.Ly6CH.HrtinjD4#3,Mo.64+6Chi-GFP+.inj.d4.Ht#3,Macrophage,Heart,CD45+CD64+Ly6CHGFP+,Injured day 4,Lavine,none,,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_D05,D05,Geetika Bajpai,Batch28,7727936,4955255,64.12,9746,20378,53.54925687,56.88791539,20.98231581,
Mo.Ly6CH.HrtinjD4#4,Mo.64+6Chi-GFP+.inj.d4.Ht#4,Macrophage,Heart,CD45+CD64+Ly6CHGFP+,Injured day 4,Lavine,none,,"Tnnt2-DTR	 CCR2GFP	 Flt3-Cre	 Rosa26-tdTomato",000008530569_E05,E05,Geetika Bajpai,Batch28,12877797,8589020,66.7,10930,20964,58.95666293,63.5777304,20.12163666,
MF.45+11blo64+169+CII+F4/80+.Lv#5,MF.11blo+64+169+.Calb.48h.Lv#1,Macrophage,Liver,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,48h post-infection (C. albicans),Lionakis,none,none,none,000008530769_C08,C08,Jigar Desai,Batch29,13324676,8699700,65.29,12350,21524,62.05157576,65.88485117,18.12376844,
MF.45+11blo64+169+CII+F4/80+.Lv#6,MF.11blo+64+169+.Calb.48h.Lv#2,Macrophage,Liver,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,48h post-infection (C. albicans),Lionakis,none,none,none,000008530769_D08,D08,Jigar Desai,Batch29,6039964,3816379,63.19,10390,18598,52.44900389,55.14959466,20.24345173,
