SampleName,ImmGen.Nomenclature,Population,Cell.Family,Organ,Sorting.Markers,Lab,Note,sample.id,Well,Owner,Batch,Total.read.pairs,Uniquely.mapped.pairs,Uniquely.mapped.pct,Num.genes.over.ten,Num.genes.over.zero,TIN.mean,TIN.median,TIN.stdev
MF.CCR2-Flt3+.Hrt#1,MF.CCR2nFlt3n64p6ClonGFPntdTomatop.Ht.1,MF.CCR2nFlt3n64p6ClonGFPntdTomatop.Ht,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato+,Lavine,none,000008530569_E01,E01,Geetika Bajpai,28,19020540,12638192,66.44,14615,25864,62.62870582,66.3297043,17.27868722
MF.CCR2-Flt3+.Hrt#2,MF.CCR2nFlt3n64p6ClonGFPntdTomatop.Ht.2,MF.CCR2nFlt3n64p6ClonGFPntdTomatop.Ht,Macrophage,Heart,CD45+CD64+Ly6CLGFP-tdTomato+,Lavine,none,000008530569_F01,F01,Geetika Bajpai,28,20069002,13219365,65.87,14916,28326,61.89181106,65.58665103,17.52659968
MF.PC#1,MF.PC.07,MF.PC,Macrophage,Peritoneal Cavity,F4/80+ ICAM2+,Lavine,none,000008530569_C04,C04,Geetika Bajpai,28,13489190,9191792,68.14,11645,18866,64.84125982,69.72636763,18.28054269
MF.PC#2,MF.PC.08,MF.PC,Macrophage,Peritoneal Cavity,F4/80+ ICAM2+,Lavine,none,000008530569_D04,D04,Geetika Bajpai,28,5949019,4003582,67.3,10189,16088,57.44255159,60.76056254,20.11256251
MF.PC#3,MF.PC.19,MF.PC,Macrophage,Peritoneal,F4/80+ICAM2+,Lavine,none,000008530569_G04,G04,Geetika Bajpai,28,2121821,1395292,65.76,8216,13711,44.55426612,45.01159141,21.29042039
MF.PC#4,MF.PC.20,MF.PC,Macrophage,Peritoneal,F4/80+ICAM2+,Lavine,none,000008530569_H04,H04,Geetika Bajpai,28,13288109,9158372,68.92,11665,18409,63.53494465,68.09640069,18.9623435
Mo.Ly6CH.HrtinjD2#1,Mo.64p6ChinGFPp.inj.d2.Ht.1,Mo.64p6ChinGFPp.inj.d2.Ht,Monocyte,Heart,CD45+CD64+Ly6CHGFP+,Lavine,none,000008530569_C03,C03,Geetika Bajpai,28,14087487,9632359,68.38,11388,19724,61.42424877,66.05123165,19.6257074
Mo.Ly6CH.HrtinjD2#2,Mo.64p6ChinGFPp.inj.d2.Ht.2,Mo.64p6ChinGFPp.inj.d2.Ht,Monocyte,Heart,CD45+CD64+Ly6CHGFP+,Lavine,none,000008530569_D03,D03,Geetika Bajpai,28,6893327,4505838,65.37,9755,20659,52.94824532,56.02707627,21.18380035
Mo.Ly6CH.HrtinjD2#3,Mo.64p6ChinGFPp.inj.d2.Ht.3,Mo.64p6ChinGFPp.inj.d2.Ht,Monocyte,Heart,CD45+CD64+Ly6CHGFP+,Lavine,none,000008530569_E03,E03,Geetika Bajpai,28,14468389,9507125,65.71,11318,20735,58.04141489,62.05947416,19.89180883
Mo.Ly6CH.HrtinjD2#4,Mo.64p6ChinGFPp.inj.d2.Ht.4,Mo.64p6ChinGFPp.inj.d2.Ht,Monocyte,Heart,CD45+CD64+Ly6CHGFP+,Lavine,none,000008530569_F03,F03,Geetika Bajpai,28,14218445,9321528,65.56,11161,18781,61.21683827,65.49811055,19.62379423
Mo.Ly6CH.HrtinjD4#1,Mo.64p6ChinGFPp.inj.d4.Ht.1,Mo.64p6ChinGFPp.inj.d4.Ht,Monocyte,Heart,CD45+CD64+Ly6CHGFP+,Lavine,none,000008530569_A04,A04,Geetika Bajpai,28,9903884,6705556,67.71,10144,17214,57.70530083,62.11422807,21.14364652
Mo.Ly6CH.HrtinjD4#2,Mo.64p6ChinGFPp.inj.d4.Ht.2,Mo.64p6ChinGFPp.inj.d4.Ht,Monocyte,Heart,CD45+CD64+Ly6CHGFP+,Lavine,none,000008530569_B04,B04,Geetika Bajpai,28,17217292,11638601,67.6,11568,21117,62.44092377,67.17033668,19.81433595
Mo.Ly6CH.HrtinjD4#3,Mo.64p6ChinGFPp.inj.d4.Ht.3,Mo.64p6ChinGFPp.inj.d4.Ht,Macrophage,Heart,CD45+CD64+Ly6CHGFP+,Lavine,none,000008530569_D05,D05,Geetika Bajpai,28,7727936,4955255,64.12,9746,20378,53.54925687,56.88791539,20.98231581
Mo.Ly6CH.HrtinjD4#4,Mo.64p6ChinGFPp.inj.d4.Ht.4,Mo.64p6ChinGFPp.inj.d4.Ht,Macrophage,Heart,CD45+CD64+Ly6CHGFP+,Lavine,none,000008530569_E05,E05,Geetika Bajpai,28,12877797,8589020,66.7,10930,20964,58.95666293,63.5777304,20.12163666
MF.45+11blo64+169+CII+F4/80+.Lv#5,MF.11blop64p169p.Calb.48h.Lv.1,MF.11blop64p169p.Calb.48h.Lv,Macrophage,Liver,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,Lionakis,none,000008530769_C08,C08,Jigar Desai,29,13324676,8699700,65.29,12350,21524,62.05157576,65.88485117,18.12376844
MF.45+11blo64+169+CII+F4/80+.Lv#6,MF.11blop64p169p.Calb.48h.Lv.2,MF.11blop64p169p.Calb.48h.Lv,Macrophage,Liver,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,Lionakis,none,000008530769_D08,D08,Jigar Desai,29,6039964,3816379,63.19,10390,18598,52.44900389,55.14959466,20.24345173
MF.45+11blo64+169+CII+F4/80+.Lv#3,MF.11blop64p169p.Calb.8h.Lv.1,MF.11blop64p169p.Calb.8h.Lv,Macrophage,Liver,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,Lionakis,none,000008530769_A08,A08,Jigar Desai,29,10204949,6457770,63.28,12507,23931,58.38318518,61.60759415,18.88729498
MF.45+11blo64+169+CII+F4/80+.Lv#4,MF.11blop64p169p.Calb.8h.Lv.2,MF.11blop64p169p.Calb.8h.Lv,Macrophage,Liver,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,Lionakis,none,000008530769_B08,B08,Jigar Desai,29,10150615,6372453,62.78,12020,24582,56.05164977,59.33889259,19.20651349
MF.45+11blo64+169+CII+F4/80+.Lv#1,MF.11blop64p169p.Lv.1,MF.11blop64p169p.Lv,Macrophage,Liver,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,Lionakis,none,000008530769_G07,G07,Jigar Desai,29,15071096,9217489,61.16,12695,22030,60.43126546,64.21062928,18.22663389
MF.45+11blo64+169+CII+F4/80+.Lv#2,MF.11blop64p169p.Lv.2,MF.11blop64p169p.Lv,Macrophage,Liver,CD45+ CD11blo CD64+ CD169+ MHCII+ F4/80+,Lionakis,none,000008530769_H07,H07,Jigar Desai,29,11838775,7601815,64.21,12538,23427,59.31572642,62.17332322,18.21286048
MF.CD45lo11b.CNS#5,MF.45lo.Calb.48h.CNS.1,MF.45lo.Calb.48h.CNS,Macrophage,Brain,CD45lo CD11b+,Lionakis,none,000008530769_E07,E07,Jigar Desai,29,13356134,8855708,66.3,11969,21764,59.90485436,62.98017681,18.13208787
MF.CD45lo11b.CNS#6,MF.45lo.Calb.48h.CNS.2,MF.45lo.Calb.48h.CNS,Macrophage,Brain,CD45lo CD11b+,Lionakis,none,000008530769_F07,F07,Jigar Desai,29,13145866,8752335,66.58,12030,22280,60.15196509,63.66304502,18.48800989
MF.CD45lo11b.CNS#3,MF.45lo.Calb.8h.CNS.1,MF.45lo.Calb.8h.CNS,Macrophage,Brain,CD45lo CD11b+,Lionakis,none,000008530769_C07,C07,Jigar Desai,29,13304696,8716514,65.51,12031,22314,58.86110913,62.0392924,18.20900356
MF.CD45lo11b.CNS#4,MF.45lo.Calb.8h.CNS.2,MF.45lo.Calb.8h.CNS,Macrophage,Brain,CD45lo CD11b+,Lionakis,none,000008530769_D07,D07,Jigar Desai,29,7887905,5122312,64.94,10716,20301,54.52951802,57.40687481,19.23366548
MF.CD45lo11b.CNS#1,MF.45lo.CNS.1,MF.45lo.CNS,Macrophage,Brain,CD45lo CD11b+,Lionakis,none,000008530769_A07,A07,Jigar Desai,29,11333950,7321180,64.6,11520,21371,57.67979979,60.48523942,18.57597936
MF.CD45lo11b.CNS#2,MF.45lo.CNS.2,MF.45lo.CNS,Macrophage,Brain,CD45lo CD11b+,Lionakis,none,000008530769_B07,B07,Jigar Desai,29,16035489,10024842,62.52,12199,21184,60.50444132,63.70993057,18.03697999
MF.CD45+11b+MHCII+F4/80hi.Kd#5,MF.6Gn480hi.Calb.48h.Kd.1,MF.6Gn480hi.Calb.48h.Kd,Macrophage,Kidney,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,Lionakis,none,000008530769_G06,G06,Jigar Desai,29,13492320,8831796,65.46,11424,20885,61.33391903,65.7241901,19.04094159
MF.CD45+11b+MHCII+F4/80hi.Kd#6,MF.6Gn480hi.Calb.48h.Kd.2,MF.6Gn480hi.Calb.48h.Kd,Macrophage,Kidney,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,Lionakis,none,000008530769_H06,H06,Jigar Desai,29,10575230,6767731,64,10419,18626,55.88663971,59.62192821,20.80658723
MF.CD45+11b+MHCII+F4/80hi.Kd#3,MF.6Gn480hi.Calb.8h.Kd.1,MF.6Gn480hi.Calb.8h.Kd,Macrophage,Kidney,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,Lionakis,none,000008530769_E06,E06,Jigar Desai,29,12269507,7804569,63.61,11814,23361,58.6386869,62.70247438,18.90984631
MF.CD45+11b+MHCII+F4/80hi.Kd#4,MF.6Gn480hi.Calb.8h.Kd.2,MF.6Gn480hi.Calb.8h.Kd,Macrophage,Kidney,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,Lionakis,none,000008530769_F06,F06,Jigar Desai,29,11291962,7229942,64.03,11574,20692,57.065545,60.35920775,19.32995569
MF.CD45+11b+MHCII+F4/80hi.Kd#1,MF.6Gn480hi.Kd.1,MF.6Gn480hi.Kd,Macrophage,Kidney,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,Lionakis,none,000008530769_C06,C06,Jigar Desai,29,13513354,8992842,66.55,11649,19211,59.95223661,63.90735628,18.39684348
MF.CD45+11b+MHCII+F4/80hi.Kd#2,MF.6Gn480hi.Kd.2,MF.6Gn480hi.Kd,Macrophage,Kidney,CD45+ CD11b+ MHCII+ F4/80hi Lin- Ly6G-,Lionakis,none,000008530769_D06,D06,Jigar Desai,29,8263670,4789175,57.95,10504,19230,52.7152303,54.97642685,19.55000572
MF.ICAM2+F4/80+.PC#1,MF.PC.01,MF.PC,Macrophage,Peritoneal Cavity,ICAM2+ F4/80+,Lionakis,none,000008530769_C09,C09,Jigar Desai,29,10136400,6372344,62.87,10421,18603,54.89222671,58.0887657,20.29177591
MF.ICAM2+F4/80+.PC#2,MF.PC.02,MF.PC,Macrophage,Peritoneal Cavity,ICAM2+ F4/80+,Lionakis,none,000008530769_D09,D09,Jigar Desai,29,7819760,4736983,60.58,9850,17538,53.222679,55.80771352,20.54178845
DC.103+.Lu#4,DC.103p11bnsiglecFn.Lu.4,DC.103p11bnsiglecFn.Lu,Dendritic Cell,Lung,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103+ CD11b-,Merad,none,000008555669_F05,F05,Barbara Maier,43,12306340,7699902,62.57,11285,22133,51.37642821,53.32145399,19.94829945
DC.103+.Lu#5,DC.103p11bnsiglecFn.Lu.5,DC.103p11bnsiglecFn.Lu,Dendritic Cell,Lung,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103+ CD11b-,Merad,none,000008555669_G05,G05,Barbara Maier,43,13386914,9138902,68.27,11754,19699,57.85656858,60.9661047,19.00714353
DC.103+.Lu#6,DC.103p11bnsiglecFn.Lu.6,DC.103p11bnsiglecFn.Lu,Dendritic Cell,Lung,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103+ CD11b-,Merad,none,000008555669_H05,H05,Barbara Maier,43,17055394,12106601,70.98,12307,20502,61.8513135,65.88126382,18.50618096
DC.11b+.Lu#4,DC.103n11bpsiglecFn.Lu.4,DC.103n11bpsiglecFn.Lu,Dendritic Cell,Lung,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103- CD11b+,Merad,none,000008555669_A06,A06,Barbara Maier,43,11696566,7173736,61.33,11289,22449,51.9554343,54.2298537,19.76851697
DC.11b+.Lu#5,DC.103n11bpsiglecFn.Lu.5,DC.103n11bpsiglecFn.Lu,Dendritic Cell,Lung,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103- CD11b+,Merad,none,000008555669_B06,B06,Barbara Maier,43,16663551,11239030,67.45,12541,21162,60.28937438,63.44442993,18.41204528
DC.11b+.Lu#6,DC.103n11bpsiglecFn.Lu.6,DC.103n11bpsiglecFn.Lu,Dendritic Cell,Lung,CD45+ lin- PI- SiglecF- MHCII+ CD11c+ CD24+ CD103- CD11b+,Merad,none,000008555669_C06,C06,Barbara Maier,43,14305374,9199021,64.3,11738,22651,54.49466113,56.31766013,19.98727684
DC.8+.Sp#1,DC.8p4n.Sp.1,DC.8p4n.Sp,Dendritic Cell,Spleen,CD45+ MHCII+ CD11c+ CD8+ CD4-,Merad,none,SSF1856_F07,F07,Barbara Maier,21,14749958,13163980,90.3,12304,19326,64.43030975,68.72748465,17.36514199
DC.8+.Sp#2,DC.8p4n.Sp.2,DC.8p4n.Sp,Dendritic Cell,Spleen,CD45+ MHCII+ CD11c+ CD8+ CD4-,Merad,none,SSF1857_F07,F07,Barbara Maier,21,14912052,11570508,89.7,12011,22145,61.876608,65.75699594,18.33616407
DC.8+.Sp#3,DC.8p4n.Sp.3,DC.8p4n.Sp,Dendritic Cell,Spleen,CD45+ MHCII+ CD11c+ CD8+ CD4-,Merad,none,SSF1857_C12,C12,Barbara Maier,21,6709863,5098480,88.6,10068,18018,46.45214451,46.41765347,21.96852427
DC.mig.103+.LuLN#1,DC.mig.103p.LuLN.1,DC.mig.103p.LuLN,Dendritic Cell,Mediastinal LN,CD45+ lin- PI- MHCIIhi CD11c+ CD103+ CD11b-,Merad,none,000008555669_D06,D06,Barbara Maier,43,8376149,5285195,63.1,10605,22156,49.29859268,50.3026926,20.57160919
DC.mig.103+.LuLN#2,DC.mig.103p.LuLN.2,DC.mig.103p.LuLN,Dendritic Cell,Mediastinal LN,CD45+ lin- PI- MHCIIhi CD11c+ CD103+ CD11b-,Merad,none,000008555669_E06,E06,Barbara Maier,43,12917186,7698295,59.6,11137,23369,51.21079664,52.73656218,20.63100109
DC.mig.103+.LuLN#3,DC.mig.103p.LuLN.3,DC.mig.103p.LuLN,Dendritic Cell,Mediastinal LN,CD45+ lin- PI- MHCIIhi CD11c+ CD103+ CD11b-,Merad,none,000008555669_F06,F06,Barbara Maier,43,11188574,7008442,62.64,10393,18978,48.58145743,49.43126021,21.3231091
DC.mig.11b+.LuLN#1,DC.mig.11bp.LuLN.1,DC.mig.11bp.LuLN,Dendritic Cell,Mediastinal LN,CD45+ lin- PI- MHCIIhi CD11c+ CD103- CD11b+,Merad,none,000008555669_G06,G06,Barbara Maier,43,12705821,7610572,59.9,11533,23470,49.43284251,50.28467333,21.00419293
DC.mig.11b+.LuLN#2,DC.mig.11bp.LuLN.2,DC.mig.11bp.LuLN,Dendritic Cell,Mediastinal LN,CD45+ lin- PI- MHCIIhi CD11c+ CD103- CD11b+,Merad,none,000008555669_H06,H06,Barbara Maier,43,12240800,7649626,62.49,11644,20747,51.32384345,52.33097229,20.879288
DC.res.CD8+.LuLN#1,DC.res.11bp.LuLN.1,DC.res.11bp.LuLN,Dendritic Cell,Mediastinal LN,CD45+ lin- PI- MHCII+ CD11chi CD8- CD11b+,Merad,none,000008555669_A07,A07,Barbara Maier,43,16607714,10967874,66.04,12256,21511,59.76661105,63.21798163,19.29511782
DC.res.CD8+.LuLN#2,DC.res.11bp.LuLN.2,DC.res.11bp.LuLN,Dendritic Cell,Mediastinal LN,CD45+ lin- PI- MHCII+ CD11chi CD8- CD11b+,Merad,none,000008555669_B07,B07,Barbara Maier,43,17841373,11660614,65.36,12449,22285,60.11045116,63.32045553,18.83532167
DC.res.CD8+.LuLN#3,DC.res.11bp.LuLN.3,DC.res.11bp.LuLN,Dendritic Cell,Mediastinal LN,CD45+ lin- PI- MHCII+ CD11chi CD8- CD11b+,Merad,none,000008555669_C07,C07,Barbara Maier,43,18389961,11978446,65.14,12376,22637,60.17583838,63.52702199,18.81062499
DC.res.11b+.LuLN#1,DC.res.8p.LuLN.1,DC.res.8p.LuLN,Dendritic Cell,Mediastinal LN,CD45+ lin- PI- MHCII+ CD11chi CD8+ CD11b-,Merad,none,000008555669_D07,D07,Barbara Maier,43,11642152,7520826,64.6,10976,18453,56.74057812,59.46683509,19.80302511
DC.res.11b+.LuLN#2,DC.res.8p.LuLN.2,DC.res.8p.LuLN,Dendritic Cell,Mediastinal LN,CD45+ lin- PI- MHCII+ CD11chi CD8+ CD11b-,Merad,none,000008555669_E07,E07,Barbara Maier,43,13083359,8541068,65.28,11789,20620,56.4302141,59.65360509,19.78653227
DC.res.11b+.LuLN#3,DC.res.8p.LuLN.3,DC.res.8p.LuLN,Dendritic Cell,Mediastinal LN,CD45+ lin- PI- MHCII+ CD11chi CD8+ CD11b-,Merad,none,000008555669_F07,F07,Barbara Maier,43,13381272,8361321,62.49,11533,20289,50.97652603,51.91731143,20.99460058
MF.Alv.Lu#1,MF.alv.6GnSigFp11cp.Lu.1,MF.alv.6GnSigFp11cp.Lu,Macrophage,Lung,CD45+ Ly6G- SiglecF+ CD11c+,Merad,none,SSF1856_D07,D07,Barbara Maier,21,10116016,6645039,89.7,10445,17436,59.00884598,62.42812742,18.96217245
MF.Alv.Lu#2,MF.alv.6GnSigFp11cp.Lu.2,MF.alv.6GnSigFp11cp.Lu,Macrophage,Lung,CD45+ Ly6G- SiglecF+ CD11c+,Merad,none,SSF1857_D07,D07,Barbara Maier,21,7515723,4241052,88.5,9760,17044,53.49396499,56.3387558,19.95837053
MF.cerebel.microglia.CNS#1,MF.microglia.cerebel.CNS.1,MF.microglia.cerebel.CNS,Macrophage,Brain,CD45lo CD11b+,Merad,none,SSF-2004_F12,F12,Barbara Maier,22,8342331,6169224,73.95,11466,20041,58.10646951,61.28456094,18.90360185
MF.cerebel.microglia.CNS#2,MF.microglia.cerebel.CNS.2,MF.microglia.cerebel.CNS,Macrophage,Brain,CD45lo CD11b+,Merad,none,SSF-2004_G12,G12,Barbara Maier,22,7207181,5483150,76.08,11205,18365,57.28836728,60.41845839,18.97349656
MF.cerebr.cx.microglia.CNS#1,MF.microglia.cerebr.CNS.1,MF.microglia.cerebr.CNS,Macrophage,Brain,CD45lo CD11b+,Merad,none,SSF-2004_C12,C12,Barbara Maier,22,7233614,5500401,76.04,10899,19195,58.16922481,61.86330669,18.80451189
MF.cerebr.cx.microglia.CNS#2,MF.microglia.cerebr.CNS.2,MF.microglia.cerebr.CNS,Macrophage,Brain,CD45lo CD11b+,Merad,none,SSF-2004_D12,D12,Barbara Maier,22,4629380,3449921,74.52,9992,17575,52.60131007,54.77582846,19.47896072
MF.cerebr.cx.microglia.CNS#3,MF.microglia.cerebr.CNS.3,MF.microglia.cerebr.CNS,Macrophage,Brain,CD45lo CD11b+,Merad,none,SSF-2004_E12,E12,Barbara Maier,22,6622462,4956817,74.85,10696,19113,57.12323779,60.67633989,18.99349242
MF.pIC.Alv.Lu#2,MF.pIC.alv.siglecFp.Lu.2,MF.pIC.alv.siglecFp.Lu,Macrophage,Lung,CD45+ SiglecF+ CD11c+,Merad,NA,SSF1857_E07,E07,Barbara Maier,21,6220150,3919250,91.2,9268,15500,50.23218941,52.05762569,20.90637822
MG.cerebel#1,MG.cerebel.1,MG.cerebel,Microglia,Brain,lin- PI- CD45int CD11b+,Merad,none,000008555669_G07,G07,Barbara Maier,43,14394586,9318338,64.74,12504,24298,54.83745111,56.67063933,19.20013419
MG.cerebel#2,MG.cerebel.2,MG.cerebel,Microglia,Brain,lin- PI- CD45int CD11b+,Merad,none,000008555669_H07,H07,Barbara Maier,43,16251054,11363375,69.92,13040,25447,58.9926408,61.70939004,18.44979468
MG.cerebel#3,MG.cerebel.3,MG.cerebel,Microglia,Brain,lin- PI- CD45int CD11b+,Merad,none,000008555669_A08,A08,Barbara Maier,43,16899980,12121942,71.73,13380,25570,61.30175889,64.66623805,17.50903113
MG.cortex#1,MG.cortex.1,MG.cortex,Microglia,Brain,lin- PI- CD45int CD11b+,Merad,none,000008555669_E08,E08,Barbara Maier,43,13225710,8909808,67.37,12081,23645,56.49381991,58.54851333,18.35742007
MG.cortex#2,MG.cortex.2,MG.cortex,Microglia,Brain,lin- PI- CD45int CD11b+,Merad,none,000008555669_F08,F08,Barbara Maier,43,17521360,12527291,71.5,12885,23584,62.59414503,65.81717777,16.98043598
MG.cortex#3,MG.cortex.3,MG.cortex,Microglia,Brain,lin- PI- CD45int CD11b+,Merad,none,000008555669_G08,G08,Barbara Maier,43,21328407,15271692,71.6,13446,24842,63.94935785,67.42485914,16.92434921
MG.hippo#1,MG.hippo.1,MG.hippo,Microglia,Brain,lin- PI- CD45int CD11b+,Merad,none,000008555669_B08,B08,Barbara Maier,43,14755433,10474396,70.99,12544,25008,60.0108706,62.88199229,17.7342313
MG.hippo#2,MG.hippo.2,MG.hippo,Microglia,Brain,lin- PI- CD45int CD11b+,Merad,none,000008555669_C08,C08,Barbara Maier,43,17003286,11675467,68.67,12949,25617,61.78924449,64.73055777,17.14619174
MG.hippo#3,MG.hippo.3,MG.hippo,Microglia,Brain,lin- PI- CD45int CD11b+,Merad,none,000008555669_D08,D08,Barbara Maier,43,7279395,4878967,67.02,10519,22370,50.02295748,51.41701349,19.51260007
Mo.Ly6C-.Bl#1,Mo.6Cn.Bl.3,Mo.6Cn.Bl,Monocyte,Blood,CD45+ CD3- B220- CD11b+ Ly6C- Cx3cr1+,Merad,NA,000008508669_F03,F03,Barbara Maier,24,15684673,11245751,71.7,12294,27400,62.51683852,66.54163807,18.69859892
Mo.Ly6C-.Lu#1,Mo.6Cn.Lu.1,Mo.6Cn.Lu,Monocyte,Lung,CD45+ Ly6G- SiglecF- F4/80+ Ly6C- CD11b+ Cx3cr1+,Merad,NA,000008508669_E02,E02,Barbara Maier,24,13564308,9759419,71.95,12317,26915,62.74441609,66.93751421,18.10759928
Mo.Ly6C-.Lu#2,Mo.6Cn.Lu.2,Mo.6Cn.Lu,Monocyte,Lung,CD45+ Ly6G- SiglecF- F4/80+ Ly6C- CD11b+ Cx3cr1+,Merad,NA,000008508669_F02,F02,Barbara Maier,24,16615395,9206754,55.41,12717,30180,59.89207453,63.91846408,18.40330106
Mo.Ly6C-.Lu#3,Mo.6Cn.Lu.3,Mo.6Cn.Lu,Monocyte,Lung,CD45+ Ly6G- SiglecF- F4/80+ Ly6C- CD11b+ Cx3cr1+,Merad,NA,000008508669_G02,G02,Barbara Maier,24,15958399,9631626,60.35,12790,29628,60.48980604,64.21469668,18.40197888
Mo.Ly6C+.Bl#1,Mo.6Cp.Bl.3,Mo.6Cp.Bl,Monocyte,Blood,CD45+ CD3- B220- CD11b+ Ly6C+,Merad,NA,000008508669_C03,C03,Barbara Maier,24,16460780,11688301,71.01,12721,29002,65.34656655,69.54860944,17.31635174
Mo.Ly6C+.Bl#2,Mo.6Cp.Bl.4,Mo.6Cp.Bl,Monocyte,Blood,CD45+ CD3- B220- CD11b+ Ly6C+,Merad,NA,000008508669_D03,D03,Barbara Maier,24,11112643,6237177,56.13,10962,28204,56.18563715,59.39540268,19.69642037
Mo.Ly6C+.Bl#3,Mo.6Cp.Bl.5,Mo.6Cp.Bl,Monocyte,Blood,CD45+ CD3- B220- CD11b+ Ly6C+,Merad,NA,000008508669_E03,E03,Barbara Maier,24,13956440,9810354,70.29,11776,25302,63.39258978,67.24441327,18.3113216
Mo.Ly6C+.Lu#1,Mo.6Cp.Lu.1,Mo.6Cp.Lu,Monocyte,Lung,CD45+ Ly6G- SiglecF- F4/80+ Ly6C+ CD11b+,Merad,NA,000008508669_B02,B02,Barbara Maier,24,15767897,9674200,61.35,11934,27061,62.29898835,66.60175634,18.60930435
Mo.Ly6C+.Lu#2,Mo.6Cp.Lu.2,Mo.6Cp.Lu,Monocyte,Lung,CD45+ Ly6G- SiglecF- F4/80+ Ly6C+ CD11b+,Merad,NA,000008508669_C02,C02,Barbara Maier,24,14919698,10603695,71.07,12379,27342,64.25483149,68.42735812,17.73324613
Mo.Ly6C+.Lu#3,Mo.6Cp.Lu.3,Mo.6Cp.Lu,Monocyte,Lung,CD45+ Ly6G- SiglecF- F4/80+ Ly6C+ CD11b+,Merad,NA,000008508669_D02,D02,Barbara Maier,24,10732163,6531831,60.86,10656,24273,59.31912784,62.79939877,18.98248706
DC.CD8a+.MLN#3,DC.8ap.MLN.1,DC.8ap.MLN,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a+,Paidassi,7 mice pooled for this sample,000008530569_H05,H05,Helena Paidassi,28,13028935,8162325,62.65,12330,24478,59.15455077,62.49473159,18.82748282
DC.CD8a+.MLN#4,DC.8ap.MLN.2,DC.8ap.MLN,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a+,Paidassi,8 mice pooled for this sample,000008530569_A06,A06,Helena Paidassi,28,14785979,9235771,62.46,12043,20649,61.85514098,64.93087551,17.66017612
DC.CD8a+.MLN#5,DC.8ap.MLN.3,DC.8ap.MLN,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a+,Paidassi,8 mice pooled for this sample,000008550869_G03,G03,Helena Paidassi,42,13063420,9266124,70.93,11013,17204,63.59528277,68.38866234,19.77325173
DC.CD8a+.MLN#6,DC.8ap.MLN.4,DC.8ap.MLN,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a+,Paidassi,8 mice pooled for this sample,000008550869_H03,H03,Helena Paidassi,42,10652239,7401414,69.48,11130,23918,61.61242732,66.09142193,20.26228867
DC.CD8a+.PP#3,DC.8ap.PP.1,DC.8ap.PP,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a+,Paidassi,7 mice pooled for this sample,000008530569_H06,H06,Helena Paidassi,28,10047460,6513387,64.83,11191,19877,60.15167437,63.96660887,19.14769551
DC.CD8a+.PP#5,DC.8ap.PP.3,DC.8ap.PP,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a+,Paidassi,8 mice pooled for this sample,000008550869_G04,G04,Helena Paidassi,42,7505697,5305752,70.69,10227,16087,59.84790894,64.22740859,21.06669569
DC.CD8a+.PP#6,DC.8ap.PP.4,DC.8ap.PP,Dendritic Cell,Peyer's Patch,PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a+,Paidassi,8 mice pooled for this sample,000008550869_H04,H04,Helena Paidassi,42,8122561,5585778,68.77,10677,23120,58.85755989,62.24078763,20.9082485
DC.CD103+CD11b-.MLN#3,DC.8an103n.MLN.1,DC.8an103n.MLN,Dendritic Cell,Lymph Node (Mesenteric),PI- (CD3/CD19/NK1.1/Ly6G)- CD11c+ MHC+ CD8a- CD103- CD11b+,Paidassi,7 mice pooled for this sample,000008530569_D06,D06,Helena Paidassi,28,10693128,6462576,60.44,11549,26742,49.72805273,51.55547024,21.43713254
